Id;Location;Address;CreationDate;ReleaseVersion;InstallerId;Status;LastMaintenance;TerminalType;SoftwareVersion;IpAddress;OperatingSystem;SimCard
155;Jászapáti;Gyöngyvirág utca 94;2016. 10. 19. 0:00:00;v7.4;14;-;2018. 07. 19. 0:00:00;ATM;Soft 3.8;192.168.91.7;Windows;602406227
156;Nagykőrös;Széchenyi utca 88;2016. 11. 03. 0:00:00;v9.1;14;aktív;2017. 12. 03. 0:00:00;ATM;Soft 3.0;192.168.224.126;Windows;659674601
157;Mór;Alkotmány utca 46;2016. 07. 07. 0:00:00;v7.8;13;raktárban;2016. 10. 07. 0:00:00;ATM;Soft 1.4;192.168.201.208;Windows;828746980
158;Bonyhád;Hegyalja utca 70;2023. 04. 19. 0:00:00;v4.8;18;raktárban;2024. 05. 19. 0:00:00;ATM;Soft 4.9;192.168.216.186;Windows;642639597
159;Tiszaújváros;Szabadság utca 70;2018. 02. 02. 0:00:00;v6.0;18;-;2018. 04. 02. 0:00:00;ATM;Soft 3.5;192.168.107.111;Windows;202685968
160;Fót;Szőlő utca 46;2020. 11. 15. 0:00:00;v6.0;15;-;2021. 03. 15. 0:00:00;ATM;Soft 3.5;192.168.211.214;Windows;693888975
161;Jászapáti;Honvéd utca 6;2022. 07. 01. 0:00:00;v8.6;15;-;2022. 11. 01. 0:00:00;ATM;Soft 2.9;192.168.101.190;Windows;802600361
162;Kőszeg;Ady Endre utca 74;2024. 08. 10. 0:00:00;v3.2;15;aktív;2025. 03. 10. 0:00:00;ATM;Soft 2.8;192.168.25.96;Windows;388725555
163;Mohács;Béke utca 45;2015. 07. 02. 0:00:00;v7.8;16;aktív;2017. 06. 02. 0:00:00;ATM;Soft 1.9;192.168.3.236;Windows;688778679
164;Füzesabony;Petőfi utca 97;2017. 01. 12. 0:00:00;v9.0;19;aktív;2018. 09. 12. 0:00:00;ATM;Soft 2.2;192.168.106.134;Windows;329253120
165;Hatvan;Rózsa utca 39;2021. 02. 05. 0:00:00;v9.9;15;-;2022. 03. 05. 0:00:00;ATM;Soft 4.0;192.168.175.63;Windows;309002176
166;Komló;Bem utca 78;2021. 05. 20. 0:00:00;v2.7;12;-;2022. 07. 20. 0:00:00;ATM;Soft 2.4;192.168.74.43;Windows;937614425
167;Miskolc;Hársfa utca 49;2018. 09. 21. 0:00:00;v1.0;16;raktárban;2019. 08. 21. 0:00:00;ATM;Soft 2.0;192.168.154.114;Windows;131827751
168;Győr;Hársfa utca 11;2024. 05. 04. 0:00:00;v9.2;20;raktárban;2025. 10. 04. 0:00:00;ATM;Soft 3.5;192.168.10.185;Windows;146146294
169;Celldömölk;Új utca 64;2015. 09. 16. 0:00:00;v1.0;16;-;2017. 08. 16. 0:00:00;ATM;Soft 4.8;192.168.15.122;Windows;972604475
170;Nagykőrös;Csokonai utca 78;2016. 11. 18. 0:00:00;v2.1;13;aktív;2017. 03. 18. 0:00:00;ATM;Soft 3.5;192.168.129.133;Windows;522130099
171;Budapest;Kossuth tér 23;2019. 10. 11. 0:00:00;v9.4;17;aktív;2019. 12. 11. 0:00:00;ATM;Soft 2.0;192.168.205.65;Windows;127507104
172;Fót;Erkel Ferenc utca 8;2016. 04. 05. 0:00:00;v7.0;16;-;2018. 03. 05. 0:00:00;ATM;Soft 3.2;192.168.235.90;Windows;442624977
173;Kaba;Hársfa utca 89;2015. 02. 27. 0:00:00;v9.1;16;-;2016. 03. 27. 0:00:00;ATM;Soft 1.2;192.168.188.112;Windows;938971899
174;Mezőkövesd;Rét utca 91;2017. 12. 26. 0:00:00;v6.9;20;-;2018. 05. 26. 0:00:00;ATM;Soft 3.2;192.168.22.139;Windows;853493492
175;Gödöllő;Széchenyi utca 50;2018. 07. 20. 0:00:00;v9.3;13;aktív;2019. 08. 20. 0:00:00;ATM;Soft 3.1;192.168.41.84;Windows;187798549
176;Bonyhád;Zrínyi utca 48;2018. 12. 21. 0:00:00;v7.3;18;aktív;2020. 06. 21. 0:00:00;ATM;Soft 2.6;192.168.12.85;Windows;615830019
177;Ráckeve;Tavasz utca 20;2016. 09. 26. 0:00:00;v3.8;16;-;2016. 12. 26. 0:00:00;ATM;Soft 3.5;192.168.12.188;Windows;347629166
178;Szentendre;Árpád utca 38;2015. 02. 24. 0:00:00;v7.7;20;-;2016. 04. 24. 0:00:00;ATM;Soft 2.2;192.168.180.70;Windows;509964627
179;Mohács;Tavaszmező utca 10;2015. 04. 02. 0:00:00;v4.4;12;raktárban;2016. 02. 02. 0:00:00;ATM;Soft 2.7;192.168.89.106;Windows;840392872
180;Balassagyarmat;Tavaszmező utca 97;2024. 08. 24. 0:00:00;v2.4;18;-;2025. 07. 24. 0:00:00;ATM;Soft 4.3;192.168.92.107;Windows;968706459
181;Vác;Deák Ferenc utca 1;2021. 02. 01. 0:00:00;v2.4;20;-;2022. 10. 01. 0:00:00;ATM;Soft 1.6;192.168.7.167;Windows;197804959
182;Csongrád;Zrínyi utca 88;2015. 07. 25. 0:00:00;v6.0;17;-;2017. 03. 25. 0:00:00;ATM;Soft 2.1;192.168.151.85;Windows;126353560
183;Gyöngyös;Nyár utca 97;2023. 03. 28. 0:00:00;v5.7;17;raktárban;2024. 01. 28. 0:00:00;ATM;Soft 1.6;192.168.100.191;Windows;570673712
184;Kaba;Fő utca 96;2018. 01. 30. 0:00:00;v3.9;14;aktív;2018. 04. 30. 0:00:00;ATM;Soft 4.9;192.168.152.218;Windows;810709968
185;Hajdúböszörmény;Rét utca 11;2023. 11. 23. 0:00:00;v3.4;14;-;2024. 03. 23. 0:00:00;ATM;Soft 1.2;192.168.224.53;Windows;232525524
186;Vác;Széchenyi utca 68;2019. 03. 23. 0:00:00;v1.4;14;raktárban;2019. 05. 23. 0:00:00;ATM;Soft 1.0;192.168.230.19;Windows;886989281
187;Berettyóújfalu;Petőfi utca 93;2019. 04. 24. 0:00:00;v6.3;20;-;2020. 08. 24. 0:00:00;ATM;Soft 2.7;192.168.84.65;Windows;477205401
188;Nagykáta;Új utca 36;2021. 03. 13. 0:00:00;v2.0;12;raktárban;2021. 06. 13. 0:00:00;ATM;Soft 3.2;192.168.105.103;Windows;922609413
189;Szolnok;Jázmin utca 72;2016. 06. 26. 0:00:00;v7.2;19;aktív;2017. 03. 26. 0:00:00;ATM;Soft 4.2;192.168.57.200;Windows;679066374
190;Ajka;Szabadság utca 47;2023. 10. 23. 0:00:00;v3.3;13;-;2025. 01. 23. 0:00:00;ATM;Soft 3.8;192.168.181.140;Windows;875880837
191;Füzesabony;Sport utca 78;2024. 09. 11. 0:00:00;v7.5;12;aktív;2026. 02. 11. 0:00:00;ATM;Soft 2.4;192.168.246.63;Windows;141358642
192;Kaposvár;Rózsa utca 5;2017. 01. 05. 0:00:00;v2.1;19;-;2018. 03. 05. 0:00:00;ATM;Soft 3.8;192.168.160.193;Windows;114184692
193;Nyíregyháza;Szabadság utca 29;2020. 11. 19. 0:00:00;v7.0;17;-;2022. 08. 19. 0:00:00;ATM;Soft 2.8;192.168.151.200;Windows;598389959
194;Lenti;Honvéd utca 90;2017. 03. 10. 0:00:00;v8.5;17;raktárban;2017. 09. 10. 0:00:00;ATM;Soft 1.7;192.168.147.77;Windows;693878595
195;Karcag;Gyöngyvirág utca 29;2017. 03. 11. 0:00:00;v1.1;14;raktárban;2018. 08. 11. 0:00:00;ATM;Soft 2.8;192.168.114.172;Windows;765123279
196;Sümeg;Vasút utca 17;2022. 03. 17. 0:00:00;v6.4;15;-;2023. 06. 17. 0:00:00;ATM;Soft 2.1;192.168.171.93;Windows;184514973
197;Kaposvár;Arany János utca 79;2023. 04. 04. 0:00:00;v5.7;14;aktív;2023. 05. 04. 0:00:00;ATM;Soft 2.9;192.168.151.42;Windows;792506427
198;Gyula;Jázmin utca 84;2017. 05. 12. 0:00:00;v9.4;16;raktárban;2017. 07. 12. 0:00:00;ATM;Soft 3.0;192.168.12.125;Windows;270433680
199;Kaposvár;Munkás utca 3;2016. 04. 06. 0:00:00;v6.6;19;raktárban;2018. 03. 06. 0:00:00;ATM;Soft 1.1;192.168.233.158;Windows;391976002
200;Siklós;Deák Ferenc utca 70;2019. 12. 31. 0:00:00;v7.5;17;-;2021. 07. 31. 0:00:00;ATM;Soft 1.8;192.168.201.51;Windows;239544436
201;Dunaújváros;Alkotmány utca 5;2020. 08. 07. 0:00:00;v1.7;15;-;2021. 03. 07. 0:00:00;ATM;Soft 3.4;192.168.3.80;Windows;376945681
202;Nagykáta;Árpád utca 77;2018. 12. 25. 0:00:00;v4.9;17;-;2020. 03. 25. 0:00:00;ATM;Soft 3.1;192.168.89.11;Windows;339952272
203;Gödöllő;Virág utca 40;2016. 01. 02. 0:00:00;v1.2;20;-;2016. 12. 02. 0:00:00;ATM;Soft 2.0;192.168.243.117;Windows;124274357
204;Zalaegerszeg;Bem utca 4;2016. 06. 09. 0:00:00;v9.6;13;-;2017. 04. 09. 0:00:00;ATM;Soft 3.2;192.168.5.157;Windows;499880042
205;Kaba;Orgona utca 53;2019. 10. 04. 0:00:00;v6.6;16;raktárban;2021. 06. 04. 0:00:00;ATM;Soft 2.4;192.168.228.124;Windows;456594057
206;Zirc;Táncsics Mihály utca 86;2020. 08. 27. 0:00:00;v3.8;20;aktív;2021. 06. 27. 0:00:00;ATM;Soft 4.3;192.168.150.148;Windows;283824409
207;Bonyhád;Tavaszmező utca 83;2023. 07. 17. 0:00:00;v6.3;16;-;2024. 09. 17. 0:00:00;ATM;Soft 2.3;192.168.232.235;Windows;455523990
208;Esztergom;Virág utca 20;2023. 09. 14. 0:00:00;v8.1;17;aktív;2024. 11. 14. 0:00:00;ATM;Soft 4.8;192.168.144.5;Windows;987734810
209;Nagykanizsa;Közép utca 5;2015. 11. 13. 0:00:00;v2.9;20;aktív;2016. 10. 13. 0:00:00;ATM;Soft 1.6;192.168.255.104;Windows;788735431
210;Gyál;Erkel Ferenc utca 82;2018. 10. 06. 0:00:00;v1.9;17;-;2020. 07. 06. 0:00:00;ATM;Soft 3.0;192.168.52.225;Windows;570984618
211;Kiskunhalas;Rákóczi tér 63;2022. 04. 27. 0:00:00;v1.2;19;-;2023. 08. 27. 0:00:00;ATM;Soft 1.8;192.168.134.76;Windows;221325782
212;Lőrinci;Petőfi utca 95;2017. 01. 31. 0:00:00;v3.1;16;-;2017. 03. 31. 0:00:00;ATM;Soft 3.6;192.168.190.136;Windows;803295886
213;Mezőkövesd;Deák Ferenc utca 12;2021. 02. 27. 0:00:00;v6.8;13;aktív;2022. 06. 27. 0:00:00;ATM;Soft 3.9;192.168.206.74;Windows;680530097
214;Kőszeg;Orgona utca 9;2018. 05. 10. 0:00:00;v2.3;12;-;2020. 02. 10. 0:00:00;ATM;Soft 4.6;192.168.235.91;Windows;784536461
215;Budapest;Tavasz utca 45;2023. 01. 15. 0:00:00;v3.8;13;-;2023. 07. 15. 0:00:00;ATM;Soft 3.4;192.168.145.140;Windows;249600672
216;Celldömölk;Dózsa György utca 44;2019. 06. 26. 0:00:00;v1.1;20;-;2020. 08. 26. 0:00:00;ATM;Soft 2.9;192.168.251.72;Windows;535695280
217;Kiskunhalas;Kert utca 88;2021. 01. 11. 0:00:00;v7.1;14;raktárban;2022. 10. 11. 0:00:00;ATM;Soft 4.8;192.168.61.175;Windows;757632381
218;Csömör;Rákóczi utca 39;2015. 09. 04. 0:00:00;v1.5;19;-;2015. 10. 04. 0:00:00;ATM;Soft 3.9;192.168.116.137;Windows;660486492
219;Zirc;Rózsa utca 16;2020. 04. 27. 0:00:00;v5.4;16;-;2021. 10. 27. 0:00:00;ATM;Soft 2.7;192.168.94.11;Windows;787548363
220;Kiskunfélegyháza;Bem utca 27;2023. 04. 28. 0:00:00;v3.1;18;raktárban;2023. 11. 28. 0:00:00;ATM;Soft 1.8;192.168.55.101;Windows;856026184
221;Gödöllő;Iskola utca 47;2023. 01. 31. 0:00:00;v5.4;12;-;2023. 04. 30. 0:00:00;ATM;Soft 2.8;192.168.189.74;Windows;392611945
222;Zirc;Bartók Béla utca 95;2019. 09. 01. 0:00:00;v3.0;12;-;2020. 05. 01. 0:00:00;ATM;Soft 1.5;192.168.189.197;Windows;741630474
223;Esztergom;Madách utca 33;2020. 05. 18. 0:00:00;v6.9;13;aktív;2021. 08. 18. 0:00:00;ATM;Soft 1.0;192.168.76.158;Windows;382977559
224;Ráckeve;Sport utca 67;2024. 06. 12. 0:00:00;v5.5;17;aktív;2026. 05. 12. 0:00:00;ATM;Soft 2.6;192.168.85.192;Windows;577404846
225;Nagykanizsa;Deák Ferenc utca 53;2018. 03. 04. 0:00:00;v9.7;12;aktív;2019. 08. 04. 0:00:00;ATM;Soft 1.3;192.168.196.221;Windows;310078819
226;Körmend;Bartók Béla utca 68;2022. 06. 29. 0:00:00;v1.6;19;aktív;2024. 05. 29. 0:00:00;ATM;Soft 1.0;192.168.165.45;Windows;157464296
227;Dunaújváros;Kossuth tér 75;2023. 02. 18. 0:00:00;v2.9;19;-;2023. 04. 18. 0:00:00;ATM;Soft 3.7;192.168.29.174;Windows;165141107
228;Karcag;Orgona utca 57;2022. 07. 10. 0:00:00;v6.9;12;aktív;2022. 12. 10. 0:00:00;ATM;Soft 3.4;192.168.70.170;Windows;571190698
229;Kisvárda;Munkás utca 53;2016. 01. 24. 0:00:00;v3.8;13;-;2017. 10. 24. 0:00:00;ATM;Soft 3.8;192.168.251.87;Windows;250633409
230;Zirc;Rákóczi utca 17;2015. 08. 04. 0:00:00;v4.5;12;-;2015. 09. 04. 0:00:00;ATM;Soft 1.2;192.168.108.81;Windows;455730212
231;Mór;Dózsa György utca 84;2019. 09. 19. 0:00:00;v8.4;13;-;2020. 12. 19. 0:00:00;ATM;Soft 2.9;192.168.136.162;Windows;504975806
232;Cegléd;Hársfa utca 16;2015. 05. 24. 0:00:00;v7.5;15;aktív;2016. 05. 24. 0:00:00;ATM;Soft 1.0;192.168.12.170;Windows;128871903
233;Balatonfüred;Mátyás király utca 50;2020. 10. 02. 0:00:00;v6.1;19;aktív;2022. 08. 02. 0:00:00;ATM;Soft 1.0;192.168.16.11;Windows;127147306
234;Fót;Jókai utca 55;2019. 06. 21. 0:00:00;v2.6;15;-;2021. 04. 21. 0:00:00;ATM;Soft 2.5;192.168.221.13;Windows;598912642
235;Gyömrő;Munkás utca 90;2021. 01. 05. 0:00:00;v1.7;19;-;2022. 07. 05. 0:00:00;ATM;Soft 4.5;192.168.31.186;Windows;363309593
236;Szentendre;Tavaszmező utca 53;2015. 12. 30. 0:00:00;v5.0;20;-;2017. 05. 30. 0:00:00;ATM;Soft 1.2;192.168.241.172;Windows;872131977
237;Budaörs;Temető utca 11;2018. 09. 24. 0:00:00;v1.6;16;raktárban;2018. 11. 24. 0:00:00;ATM;Soft 2.8;192.168.5.133;Windows;105622260
238;Komárom;Szabadság utca 26;2022. 02. 27. 0:00:00;v6.4;18;aktív;2023. 11. 27. 0:00:00;ATM;Soft 1.5;192.168.102.58;Windows;159281695
239;Zirc;Széchenyi utca 85;2022. 04. 06. 0:00:00;v6.9;20;-;2022. 09. 06. 0:00:00;ATM;Soft 2.5;192.168.171.100;Windows;582024348
240;Ajka;Hunyadi utca 24;2016. 05. 20. 0:00:00;v9.5;17;-;2017. 04. 20. 0:00:00;ATM;Soft 4.7;192.168.114.92;Windows;678705486
241;Gyál;Templom utca 98;2016. 12. 24. 0:00:00;v6.7;13;-;2018. 11. 24. 0:00:00;ATM;Soft 4.4;192.168.51.138;Windows;321399449
242;Nyíregyháza;Mátyás király utca 80;2023. 08. 28. 0:00:00;v6.5;15;aktív;2023. 10. 28. 0:00:00;ATM;Soft 4.5;192.168.163.18;Windows;668023055
243;Budakeszi;Vasút utca 60;2024. 03. 19. 0:00:00;v3.4;15;aktív;2024. 04. 19. 0:00:00;ATM;Soft 2.9;192.168.55.46;Windows;916634831
244;Lőrinci;Szabadság utca 56;2021. 04. 01. 0:00:00;v7.0;17;raktárban;2022. 09. 01. 0:00:00;ATM;Soft 2.9;192.168.169.242;Windows;190582528
245;Kaba;Kossuth utca 58;2020. 10. 08. 0:00:00;v4.3;13;raktárban;2020. 11. 08. 0:00:00;ATM;Soft 4.5;192.168.97.235;Windows;264750068
246;Tata;Jókai utca 24;2021. 01. 29. 0:00:00;v6.5;18;raktárban;2022. 07. 29. 0:00:00;ATM;Soft 3.0;192.168.129.75;Windows;831184178
247;Mezőkövesd;Új utca 92;2019. 06. 19. 0:00:00;v6.9;20;aktív;2019. 11. 19. 0:00:00;ATM;Soft 3.3;192.168.109.218;Windows;610679882
248;Pilisvörösvár;Széchenyi utca 87;2016. 08. 02. 0:00:00;v7.1;18;aktív;2017. 09. 02. 0:00:00;ATM;Soft 1.4;192.168.118.210;Windows;454416639
249;Nyíregyháza;Temető utca 35;2017. 05. 05. 0:00:00;v9.0;14;-;2018. 07. 05. 0:00:00;ATM;Soft 3.6;192.168.26.89;Windows;862101144
250;Kiskunhalas;Virág utca 98;2017. 06. 12. 0:00:00;v8.8;18;-;2017. 07. 12. 0:00:00;ATM;Soft 3.6;192.168.225.117;Windows;425391223
251;Salgótarján;Orgona utca 28;2018. 07. 25. 0:00:00;v1.4;17;aktív;2019. 02. 25. 0:00:00;ATM;Soft 4.7;192.168.217.78;Windows;487373909
252;Kazincbarcika;Jázmin utca 96;2016. 04. 07. 0:00:00;v4.7;19;aktív;2018. 01. 07. 0:00:00;ATM;Soft 3.7;192.168.139.253;Windows;670758141
253;Nagykőrös;Széchenyi utca 36;2018. 06. 07. 0:00:00;v6.4;19;aktív;2019. 07. 07. 0:00:00;ATM;Soft 3.7;192.168.84.97;Windows;663632693
254;Marcali;Zrínyi utca 58;2020. 09. 16. 0:00:00;v2.1;20;aktív;2021. 06. 16. 0:00:00;ATM;Soft 2.2;192.168.18.151;Windows;329623699
255;Szolnok;Vasút utca 47;2020. 11. 17. 0:00:00;v8.7;15;raktárban;2021. 09. 17. 0:00:00;ATM;Soft 4.5;192.168.230.131;Windows;226608165
256;Jászberény;Hársfa utca 86;2021. 01. 23. 0:00:00;v8.6;18;-;2022. 07. 23. 0:00:00;ATM;Soft 1.0;192.168.78.38;Windows;641174032
257;Ózd;Széchenyi utca 26;2017. 01. 04. 0:00:00;v8.2;18;-;2017. 09. 04. 0:00:00;ATM;Soft 2.1;192.168.23.36;Windows;938888467
258;Csongrád;Petőfi utca 23;2023. 02. 17. 0:00:00;v2.6;12;raktárban;2023. 04. 17. 0:00:00;ATM;Soft 4.4;192.168.130.213;Windows;429812339
259;Kiskunhalas;Tavaszmező utca 49;2024. 07. 21. 0:00:00;v5.1;16;aktív;2024. 12. 21. 0:00:00;ATM;Soft 2.3;192.168.35.154;Windows;751428796
260;Mezőkövesd;Honvéd utca 79;2015. 03. 13. 0:00:00;v4.7;16;-;2016. 12. 13. 0:00:00;ATM;Soft 1.7;192.168.137.78;Windows;955056100
261;Tapolca;Dózsa György utca 55;2021. 04. 24. 0:00:00;v6.7;15;aktív;2022. 04. 24. 0:00:00;ATM;Soft 4.9;192.168.219.99;Windows;622264332
262;Gárdony;Gyöngyvirág utca 74;2017. 08. 22. 0:00:00;v7.0;14;-;2018. 06. 22. 0:00:00;ATM;Soft 1.3;192.168.64.189;Windows;116453512
263;Siklós;Béke utca 46;2019. 01. 02. 0:00:00;v1.9;18;-;2020. 03. 02. 0:00:00;ATM;Soft 3.3;192.168.161.175;Windows;720279152
264;Jászberény;Szabadság utca 24;2022. 06. 09. 0:00:00;v8.9;17;-;2024. 01. 09. 0:00:00;ATM;Soft 4.7;192.168.41.195;Windows;155676371
265;Kiskunhalas;Dózsa György utca 53;2020. 05. 16. 0:00:00;v7.3;20;aktív;2021. 08. 16. 0:00:00;ATM;Soft 1.0;192.168.6.113;Windows;836281347
266;Pilisszentiván;Zrínyi utca 97;2018. 09. 24. 0:00:00;v3.1;17;aktív;2020. 08. 24. 0:00:00;ATM;Soft 3.9;192.168.46.81;Windows;523612707
267;Mosonmagyaróvár;Arany János utca 21;2023. 09. 08. 0:00:00;v6.2;17;-;2023. 10. 08. 0:00:00;ATM;Soft 2.5;192.168.18.255;Windows;638369828
268;Salgótarján;Hegyalja utca 8;2018. 08. 19. 0:00:00;v2.2;14;-;2018. 09. 19. 0:00:00;ATM;Soft 1.9;192.168.214.120;Windows;516285866
269;Pécs;Jókai utca 7;2022. 05. 01. 0:00:00;v1.3;14;raktárban;2022. 12. 01. 0:00:00;ATM;Soft 4.7;192.168.105.33;Windows;501296041
270;Kőszeg;Hegyalja utca 78;2019. 01. 01. 0:00:00;v2.9;15;raktárban;2020. 06. 01. 0:00:00;ATM;Soft 4.8;192.168.235.85;Windows;799222355
271;Lőrinci;Petőfi utca 45;2017. 10. 13. 0:00:00;v2.3;15;aktív;2018. 01. 13. 0:00:00;ATM;Soft 2.4;192.168.247.192;Windows;548721520
272;Kőszeg;Madách utca 30;2018. 05. 01. 0:00:00;v9.6;14;raktárban;2019. 11. 01. 0:00:00;ATM;Soft 2.5;192.168.61.159;Windows;806324469
273;Ráckeve;Dózsa György utca 74;2017. 07. 16. 0:00:00;v4.1;15;-;2018. 03. 16. 0:00:00;ATM;Soft 2.2;192.168.217.180;Windows;640429287
274;Pécs;Zrínyi utca 34;2019. 09. 11. 0:00:00;v4.8;17;-;2020. 12. 11. 0:00:00;ATM;Soft 1.6;192.168.109.114;Windows;830446732
275;Komárom;Dózsa György utca 1;2019. 09. 23. 0:00:00;v5.2;17;raktárban;2020. 07. 23. 0:00:00;ATM;Soft 2.3;192.168.94.253;Windows;177077197
276;Füzesabony;Vörösmarty utca 19;2018. 04. 30. 0:00:00;v5.4;17;-;2019. 01. 30. 0:00:00;ATM;Soft 3.5;192.168.110.1;Windows;264654781
277;Szentendre;Sport utca 16;2022. 05. 15. 0:00:00;v5.3;19;-;2023. 07. 15. 0:00:00;ATM;Soft 4.3;192.168.77.230;Windows;770968629
278;Berettyóújfalu;Széchenyi utca 20;2021. 01. 05. 0:00:00;v4.9;16;-;2021. 07. 05. 0:00:00;ATM;Soft 4.3;192.168.114.215;Windows;172492264
279;Nagykáta;Alkotmány utca 42;2021. 05. 18. 0:00:00;v6.5;16;aktív;2021. 12. 18. 0:00:00;ATM;Soft 4.6;192.168.65.174;Windows;875201650
280;Győr;Hunyadi utca 52;2024. 02. 16. 0:00:00;v1.8;15;-;2025. 09. 16. 0:00:00;ATM;Soft 4.5;192.168.50.255;Windows;223111530
281;Gödöllő;Fő utca 93;2019. 03. 19. 0:00:00;v6.7;20;-;2019. 12. 19. 0:00:00;ATM;Soft 2.9;192.168.36.60;Windows;773495172
282;Kőszeg;Rózsa utca 44;2023. 06. 11. 0:00:00;v4.9;20;aktív;2024. 07. 11. 0:00:00;ATM;Soft 4.3;192.168.186.17;Windows;368984921
283;Karcag;Tavasz utca 29;2016. 09. 21. 0:00:00;v3.2;17;-;2017. 08. 21. 0:00:00;ATM;Soft 1.9;192.168.93.90;Windows;138616112
284;Hatvan;Madách utca 47;2022. 02. 10. 0:00:00;v2.3;18;-;2022. 09. 10. 0:00:00;ATM;Soft 1.0;192.168.88.241;Windows;315282921
285;Komárom;Rákóczi utca 61;2020. 06. 12. 0:00:00;v2.2;15;-;2021. 03. 12. 0:00:00;ATM;Soft 1.5;192.168.25.40;Windows;796004848
286;Csömör;Mátyás király utca 31;2021. 01. 19. 0:00:00;v5.0;16;-;2021. 09. 19. 0:00:00;ATM;Soft 2.1;192.168.13.47;Windows;210493184
287;Kazincbarcika;Deák Ferenc utca 3;2019. 01. 08. 0:00:00;v4.9;14;raktárban;2020. 12. 08. 0:00:00;ATM;Soft 4.5;192.168.210.142;Windows;768252645
288;Zalaegerszeg;Erkel Ferenc utca 69;2018. 12. 15. 0:00:00;v3.3;17;aktív;2019. 10. 15. 0:00:00;ATM;Soft 2.1;192.168.244.137;Windows;587108575
289;Komárom;Rózsa utca 93;2023. 07. 18. 0:00:00;v9.5;15;-;2023. 10. 18. 0:00:00;ATM;Soft 4.9;192.168.82.188;Windows;198984037
290;Békéscsaba;Virág utca 79;2024. 05. 07. 0:00:00;v1.4;12;-;2025. 10. 07. 0:00:00;ATM;Soft 4.5;192.168.157.252;Windows;895730724
291;Kisvárda;Nyár utca 71;2023. 11. 02. 0:00:00;v3.0;19;raktárban;2025. 07. 02. 0:00:00;ATM;Soft 3.7;192.168.13.24;Windows;701052351
292;Komárom;Hunyadi utca 65;2018. 01. 27. 0:00:00;v1.3;18;raktárban;2018. 05. 27. 0:00:00;ATM;Soft 1.6;192.168.159.128;Windows;191618055
293;Gödöllő;Új utca 81;2018. 06. 21. 0:00:00;v9.3;19;-;2018. 07. 21. 0:00:00;ATM;Soft 4.7;192.168.96.242;Windows;749180732
294;Baja;Szőlő utca 26;2019. 09. 23. 0:00:00;v2.7;19;raktárban;2020. 05. 23. 0:00:00;ATM;Soft 1.8;192.168.19.154;Windows;562838073
295;Baja;Árpád utca 72;2019. 07. 02. 0:00:00;v9.0;15;-;2019. 11. 02. 0:00:00;ATM;Soft 3.3;192.168.9.81;Windows;888116857
296;Siklós;Kossuth tér 64;2018. 09. 12. 0:00:00;v4.2;15;-;2019. 04. 12. 0:00:00;ATM;Soft 1.8;192.168.231.188;Windows;561578790
297;Nagymaros;Vasút utca 76;2017. 04. 28. 0:00:00;v6.7;18;aktív;2018. 02. 28. 0:00:00;ATM;Soft 1.5;192.168.78.109;Windows;799909581
298;Sárvár;Jázmin utca 56;2021. 04. 22. 0:00:00;v5.2;13;aktív;2021. 10. 22. 0:00:00;ATM;Soft 4.6;192.168.178.218;Windows;496923320
299;Körmend;Szabadság utca 24;2016. 04. 08. 0:00:00;v5.8;18;-;2017. 03. 08. 0:00:00;ATM;Soft 1.7;192.168.102.94;Windows;814208043
300;Orosháza;Orgona utca 47;2021. 08. 03. 0:00:00;v6.3;20;raktárban;2022. 12. 03. 0:00:00;ATM;Soft 4.8;192.168.185.121;Windows;407220373
301;Celldömölk;Orgona utca 26;2023. 09. 23. 0:00:00;v9.0;15;-;2024. 01. 23. 0:00:00;ATM;Soft 4.5;192.168.44.239;Windows;149743491
302;Vecsés;Zrínyi utca 32;2015. 10. 18. 0:00:00;v8.1;14;raktárban;2017. 02. 18. 0:00:00;ATM;Soft 4.5;192.168.200.83;Windows;101608773
303;Balassagyarmat;Rákóczi tér 78;2022. 12. 29. 0:00:00;v4.5;17;aktív;2023. 04. 29. 0:00:00;ATM;Soft 1.1;192.168.52.80;Windows;778927041
304;Hajdúböszörmény;Erkel Ferenc utca 63;2018. 08. 02. 0:00:00;v1.2;18;-;2019. 10. 02. 0:00:00;ATM;Soft 4.2;192.168.87.231;Windows;115596948
305;Karcag;Kossuth tér 67;2022. 07. 10. 0:00:00;v9.4;17;aktív;2024. 06. 10. 0:00:00;ATM;Soft 3.4;192.168.96.30;Windows;182630273
306;Bonyhád;Szent István utca 88;2018. 06. 15. 0:00:00;v6.1;18;aktív;2018. 07. 15. 0:00:00;ATM;Soft 4.2;192.168.10.141;Windows;584673221
307;Vecsés;Mátyás király utca 41;2020. 02. 20. 0:00:00;v6.4;20;raktárban;2020. 12. 20. 0:00:00;ATM;Soft 4.4;192.168.128.94;Windows;247649311
308;Kőszeg;Honvéd utca 76;2021. 03. 27. 0:00:00;v5.2;14;aktív;2023. 02. 27. 0:00:00;ATM;Soft 3.4;192.168.180.126;Windows;720122942
309;Szigetszentmiklós;Bartók Béla utca 97;2022. 05. 09. 0:00:00;v9.6;13;-;2023. 04. 09. 0:00:00;ATM;Soft 4.9;192.168.149.44;Windows;844992997
310;Ráckeve;Kossuth tér 68;2022. 02. 11. 0:00:00;v8.3;20;-;2022. 12. 11. 0:00:00;ATM;Soft 2.0;192.168.73.47;Windows;804743038
